Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_10_510.jpg;-4.515878;1;0;0.5173796;142.6209;103.1032;1.117581;179.4349;0.001479444
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_10_578.jpg;-1.469292;1;0;0.5608814;142.5749;103.1049;1.184197;179.3495;-0.0006938392
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_10_646.jpg;0;1;0;0.5999939;142.5364;103.1056;1.243967;179.412;-0.001207414
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_10_712.jpg;0;1;0;0.6697869;142.4829;103.1065;1.214368;179.3444;-0.0002510658
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_10_780.jpg;0;1;0;0.7005144;142.4399;103.1072;1.181002;179.2557;0.0008270021
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_10_847.jpg;0;1;0;0.7741634;142.3925;103.108;1.198585;179.1866;-0.0004742683
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_10_916.jpg;-2.995411;1;0;0.8392997;142.3245;103.11;1.222502;179.0035;0.0005751473
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_10_982.jpg;-6.029489;1;0;0.8906598;142.2701;103.113;1.228919;178.6515;0.001285705
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_049.jpg;-3.001193;1;0;0.9568176;142.2132;103.1165;1.218252;178.3452;0.001310785
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_117.jpg;0;1;0;0.9934871;142.133;103.12;1.208844;178.2322;0.0002187215
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_184.jpg;0;1;0;1.045114;142.0691;103.1223;1.22409;178.2688;-0.001051449
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_251.jpg;0;1;0;1.112585;142.0022;103.1246;1.233925;178.2543;-0.0007583267
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_319.jpg;0;1;0;1.155532;141.9091;103.1277;1.226775;178.2192;-0.0004156162
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_386.jpg;0;1;0;1.219959;141.8359;103.1303;1.228297;178.1893;-0.0006438399
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_454.jpg;0;1;0;1.267478;141.7339;103.1339;1.230479;178.1555;-0.0009006186
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_521.jpg;0;1;0;1.315209;141.6541;103.1368;1.234708;178.1303;-0.0008840743
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_588.jpg;0;1;0;1.376574;141.5714;103.1398;1.238955;178.1095;-0.0009169005
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_656.jpg;0;1;0;1.423797;141.4568;103.144;1.245491;178.0844;-0.0008732432
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_723.jpg;0;1;0;1.470923;141.3675;103.1473;1.250813;178.0718;-0.0009746546
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_790.jpg;0;1;0;1.534268;141.2754;103.1508;1.253394;178.0607;-0.0009813274
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_858.jpg;0;1;0;1.579882;141.1483;103.1556;1.260169;178.0453;-0.001017464
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_926.jpg;0;1;0;1.626278;141.0497;103.1594;1.26368;178.0328;-0.0009969696
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_11_994.jpg;0;1;0;1.688524;140.914;103.1646;1.270245;178.0186;-0.00102873
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_060.jpg;0;1;0;1.733767;140.809;103.1686;1.272183;178.0089;-0.001048746
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_127.jpg;0;1;0;1.795427;140.7012;103.1728;1.277439;177.9977;-0.001074261
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_195.jpg;0;1;0;1.840363;140.5533;103.1786;1.283925;177.9817;-0.001083604
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_262.jpg;0;1;0;1.885722;140.4391;103.1831;1.288788;177.9706;-0.00109727
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_329.jpg;0;1;0;1.946726;140.3223;103.1877;1.293402;177.9595;-0.001128976
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_396.jpg;0;1;0;1.991753;140.1624;103.194;1.296309;177.9459;-0.001153476
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_465.jpg;0;1;0;2.036625;140.0393;103.199;1.301787;177.9333;-0.001173868
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_532.jpg;0;1;0;2.096133;139.9135;103.204;1.304146;177.9223;-0.001175898
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_599.jpg;0;1;0;2.139857;139.7417;103.2109;1.308008;177.9075;-0.00120232
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_666.jpg;0;1;0;2.199455;139.6097;103.2163;1.311923;177.8975;-0.001241339
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_734.jpg;0;1;0;2.24367;139.4296;103.2237;1.317411;177.881;-0.001244544
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_801.jpg;0;1;0;2.287458;139.2915;103.2293;1.31915;177.8705;-0.001249775
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_868.jpg;0;1;0;2.345914;139.1507;103.2352;1.322432;177.8584;-0.001270487
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_12_936.jpg;0;1;0;2.38937;138.959;103.2431;1.327624;177.8449;-0.001315645
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_004.jpg;0;1;0;2.432996;138.8122;103.2493;1.327679;177.8318;-0.00129643
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_070.jpg;0;1;0;2.490508;138.6627;103.2556;1.330851;177.8201;-0.001317087
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_138.jpg;0;1;0;2.533481;138.4594;103.2641;1.338223;177.8049;-0.001344046
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_205.jpg;0;1;0;2.576337;138.304;103.2708;1.344308;177.7936;-0.001378316
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_273.jpg;0;1;0;2.633585;138.0929;103.2798;1.338754;177.7776;-0.001348049
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_340.jpg;0;1;0;2.676562;137.9314;103.2867;1.34714;177.7644;-0.001361452
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_408.jpg;0;1;0;2.732273;137.7674;103.2938;1.353652;177.7517;-0.001416325
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_475.jpg;0;1;0;2.774513;137.5449;103.3035;1.358597;177.7363;-0.001447073
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_541.jpg;0;1;0;2.816622;137.3751;103.3109;1.359152;177.7249;-0.001447767
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_609.jpg;0;1;0;2.872526;137.2029;103.3185;1.357591;177.7132;-0.001442535
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_677.jpg;0;1;0;2.914717;136.9691;103.3288;1.363717;177.6957;-0.001448624
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_744.jpg;0;1;0;2.955567;136.791;103.3367;1.366638;177.6825;-0.001475474
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_811.jpg;0;1;0;3.010841;136.6104;103.3448;1.366288;177.6699;-0.001475046
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_879.jpg;0;1;0;3.051822;136.3657;103.3558;1.374387;177.6512;-0.001498751
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_13_946.jpg;0;1;0;3.106692;136.1794;103.3643;1.374429;177.638;-0.001520688
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_014.jpg;0;1;0;3.147368;135.9271;103.3758;1.381143;177.6189;-0.001530033
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_082.jpg;0;1;0;3.188235;135.735;103.3846;1.383281;177.6064;-0.001092615
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_148.jpg;0;1;0;3.242195;135.5405;103.3935;1.38557;177.5902;-0.001557258
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_214.jpg;0;1;0;3.283166;135.2774;103.4057;1.389908;177.5703;-0.001552564
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_280.jpg;0;1;0;3.322845;135.0773;103.4151;1.394685;177.5551;-0.001481202
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_350.jpg;0;1;0;3.376231;134.8748;103.4246;1.394351;177.5395;-0.001603381
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_418.jpg;0;1;0;3.416029;134.601;103.4376;1.400729;177.5195;-0.001153366
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_485.jpg;0;1;0;3.455704;134.393;103.4475;1.402137;177.5018;-0.001626392
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_553.jpg;1.53447;1;0;3.508512;134.1117;103.4606;1.408723;177.5519;-0.001808732
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_620.jpg;4.563172;1;0;3.547589;133.8982;103.4685;1.406396;177.9234;-0.003646338
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_687.jpg;7.579165;1;0;3.598669;133.6826;103.4727;1.385004;178.6917;0.02589905
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_755.jpg;7.60235;1;0;3.634917;133.3929;103.4714;1.284073;180.2648;0.1173497
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_822.jpg;4.576419;1;0;3.674141;133.1736;103.4673;1.172728;181.2578;0.1813817
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_889.jpg;1.540327;1;0;3.726721;132.9518;103.4614;1.071343;181.8829;0.2496376
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_14_957.jpg;0;1;0;3.76549;132.6517;103.453;0.9819472;182.1267;0.314821
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_024.jpg;0;1;0;3.802556;132.4234;103.4461;0.949697;182.1464;0.3423854
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_092.jpg;0;1;0;3.853285;132.1925;103.439;0.9408582;182.1283;0.3431846
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_159.jpg;0;1;0;3.890687;131.8802;103.4292;0.9754782;182.0945;0.3172385
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_227.jpg;0;1;0;3.939662;131.6429;103.4219;1.029123;182.0618;0.2742411
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_296.jpg;0;1;0;3.97725;131.3224;103.412;1.13603;182.018;0.1965569
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_361.jpg;0;1;0;4.014081;131.0792;103.4047;1.234834;181.9795;0.1225236
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_428.jpg;0;1;0;4.063448;130.8335;103.3974;1.34336;181.9435;0.03936397
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_496.jpg;0;1;0;4.100185;130.5027;103.3867;1.471968;181.9253;-0.004050144
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_564.jpg;3.020499;1;0;4.13765;130.2536;103.3774;1.477857;182.0853;-0.003856444
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_630.jpg;6.067325;1;0;4.1894;130.0028;103.3662;1.449485;182.5705;-0.001001263
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_698.jpg;5.990933;1;0;4.224965;129.666;103.3453;1.383245;183.7293;0.06044852
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_765.jpg;3.000916;1;0;4.261851;129.4112;103.327;1.315181;184.4514;0.1149618
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_832.jpg;0;1;0;4.311263;129.1545;103.3079;1.23775;184.8446;0.1514261
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_900.jpg;0;1;0;4.348093;128.8084;103.2809;1.166211;184.9816;0.1955285
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_15_967.jpg;0;1;0;4.395729;128.5458;103.2599;1.143182;184.9823;0.2208205
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_035.jpg;3.003115;1;0;4.43143;128.1924;103.2298;1.124832;185.1767;0.2420757
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_102.jpg;6.028732;1;0;4.466374;127.9253;103.2038;1.101524;185.6976;0.2747768
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_169.jpg;5.888287;1;0;4.511974;127.6571;103.1738;1.050922;186.5536;0.3291254
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_237.jpg;2.952346;1;0;4.54847;127.2971;103.13;0.9543083;187.5075;0.3911584
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_304.jpg;0;1;0;4.58418;127.0248;103.0953;0.8829994;187.8555;0.4208953
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_371.jpg;0;1;0;4.631364;126.7499;103.0592;0.8423275;187.9617;0.4501935
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_439.jpg;3.080062;1;0;4.665573;126.3802;103.0083;0.8106768;188.2013;0.4819841
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_506.jpg;6.074771;1;0;4.699827;126.1011;102.9664;0.7894568;188.7156;0.5229695
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_574.jpg;5.985464;1;0;4.74421;125.7276;102.9045;0.7150918;189.8395;0.5868298
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_642.jpg;2.988963;1;0;4.779314;125.4459;102.8546;0.6462331;190.5413;0.6313627
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_708.jpg;0;1;0;4.825397;125.1623;102.8028;0.578603;190.9395;0.655687
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_776.jpg;0;1;0;4.859914;124.7805;102.7313;0.5321398;191.1046;0.6739288
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_844.jpg;3.03236;1;0;4.893529;124.4918;102.6751;0.5250612;191.282;0.6845086
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_910.jpg;6.123969;1;0;4.937419;124.2016;102.6159;0.5241156;191.7298;0.7043549
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_16_978.jpg;9.111288;1;0;4.969455;123.8138;102.5299;0.4961881;192.8914;0.7667789
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_046.jpg;12.16678;1;0;5.00125;123.5234;102.4578;0.4392137;194.2535;0.8770681
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_113.jpg;15;1;0;5.006056;123.1425;102.3515;0.1772969;196.7096;1.036308
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_181.jpg;11.95026;1;0;5.00961;122.8601;102.2622;359.9623;198.5548;1.214092
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_249.jpg;8.941709;1;0;5.012878;122.576;102.167;359.9521;200.0038;1.288651
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_315.jpg;5.892518;1;0;5.004008;122.1975;102.032;0.0395873;201.4373;1.19479
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_382.jpg;2.881847;1;0;5.009364;121.917;101.9259;-0.002794668;202.2203;1.035762
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_449.jpg;0;1;0;5.011296;121.6379;101.8133;0.02046538;202.6466;0.9864013
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_516.jpg;0;1;0;5.011495;121.2659;101.6597;0.1152095;202.8349;0.938917
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_584.jpg;0;1;0;5.011532;120.9866;101.5434;0.2232295;202.8682;0.8820394
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_652.jpg;0;1;0;5.004521;120.7066;101.4263;0.3732388;202.8888;0.804785
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_718.jpg;3.044701;1;0;5.018173;120.3344;101.2687;0.5656921;203.1049;0.673337
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_785.jpg;6.10239;1;0;5.01592;120.0566;101.1479;0.7031561;203.5644;0.5927927
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_855.jpg;9.103953;1;0;5.006569;119.6897;100.9811;0.8346904;204.7986;0.5366237
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_918.jpg;9.338527;1;0;5.01607;119.4189;100.8511;0.8261853;206.0446;0.5173305
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_17_988.jpg;6.163541;1;0;5.003222;119.1526;100.7167;0.7664838;207.1945;0.5880282
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_056.jpg;3.109694;1;0;5.031042;118.7979;100.5328;0.6743684;208.3545;0.6318586
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_123.jpg;0.09712055;1;0;5.01227;118.5338;100.3925;0.5821593;208.7779;0.6563686
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_191.jpg;0;1;0;5.011581;118.2701;100.2501;0.5241959;208.923;0.6897024
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_258.jpg;0;1;0;5.011199;117.9183;100.0584;0.5051886;208.9709;0.7143001
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_326.jpg;0;1;0;5.016491;117.6542;99.91389;0.5260737;208.9693;0.6993835
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_394.jpg;0;1;0;5.003353;117.3016;99.72031;0.6118046;208.9357;0.6563559
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_462.jpg;1.503377;1;0;5.014134;117.0368;99.57475;0.6958563;208.961;0.5912593
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_527.jpg;4.501412;1;0;5.018213;116.7727;99.4275;0.7935131;209.2165;0.5352663
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_591.jpg;7.490154;1;0;4.988714;116.5107;99.27776;0.8782995;209.7892;0.5086684
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_659.jpg;10.48181;1;0;5.041409;116.1674;99.07301;0.8580012;211.1489;0.4891445
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_727.jpg;10.40226;1;0;5.01757;115.9138;98.91283;0.8241541;212.6387;0.5649033
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_798.jpg;7.429501;1;0;5.009301;115.5818;98.69399;0.6544199;214.4807;0.662355
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_864.jpg;4.342142;1;0;5.011648;115.3366;98.52536;0.4864506;215.4747;0.7640418
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_931.jpg;1.30302;1;0;5.011544;115.0936;98.35352;0.3198931;216.1018;0.8763369
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_18_999.jpg;0;1;0;5.011627;114.7707;98.12165;0.1286174;216.4103;0.9839756
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_065.jpg;0;1;0;5.012033;114.5289;97.94588;0.03024149;216.4733;1.033058
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_133.jpg;1.50794;1;0;5.012008;114.206;97.7092;0.00226925;216.5322;1.056338
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_201.jpg;4.580649;1;0;5.012178;113.9644;97.52939;0.03418379;216.8217;1.053376
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_265.jpg;7.510568;1;0;5.010973;113.7248;97.34695;0.07126088;217.4431;1.052259
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_337.jpg;4.524357;1;0;5.020647;113.4086;97.09898;0.1346256;218.4806;1.068034
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_405.jpg;1.360919;1;0;5.005333;113.1732;96.91277;0.1223711;219.0092;0.994696
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_471.jpg;0;1;0;5.012181;112.9385;96.72477;0.1210272;219.2493;0.9092807
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_538.jpg;0;1;0;5.006075;112.6261;96.47076;0.2237544;219.3404;0.8330536
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_605.jpg;0;1;0;5.016294;112.3913;96.27917;0.3508017;219.3551;0.7617899
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_672.jpg;0;1;0;5.016091;112.1565;96.08738;0.4998078;219.3508;0.6687865
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_740.jpg;0;1;0;5.007349;111.8427;95.83127;0.733784;219.3368;0.5140859
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_806.jpg;0;1;0;5.008826;111.6069;95.63899;0.9302922;219.3172;0.3845662
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_873.jpg;0;1;0;5.015842;111.2922;95.38297;1.194131;219.2855;0.1854768
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_19_942.jpg;0;1;0;4.995752;111.0562;95.19135;1.386434;219.2137;0.03544882
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_008.jpg;0;1;0;5.020107;110.8216;94.99887;1.545204;219.2024;359.9936
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_076.jpg;0;1;0;5.004274;110.5147;94.74756;1.347128;219.0736;-0.0006478197
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_144.jpg;0;1;0;4.985784;110.2829;94.55966;1.250866;219.0428;-0.00252964
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_211.jpg;0;1;0;5.010681;110.0499;94.37121;1.18632;219.0234;-0.002155654
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_278.jpg;0;1;0;5.015353;109.738;94.11973;1.151692;219.0012;-0.001815276
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_345.jpg;0;1;0;4.999838;109.5041;93.93143;1.146803;218.9519;-0.0005054285
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_413.jpg;0;1;0;5.014338;109.1908;93.67973;1.187549;218.9214;-0.001460694
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_480.jpg;0;1;0;5.00351;108.9558;93.4912;1.230799;218.8791;-0.0008587742
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_547.jpg;0;1;0;5.014509;108.7201;93.30247;1.289424;218.8496;-0.001359873
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_615.jpg;0;1;0;5.003727;108.4057;93.05109;1.378128;218.803;-0.001083966
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_682.jpg;0;1;0;5.015688;108.1695;92.86259;1.449355;218.7705;-0.001483213
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_749.jpg;0;1;0;5.005168;107.933;92.67417;1.524797;218.7431;-0.001812136
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_817.jpg;1.519062;1;0;5.028225;107.6204;92.42517;1.450587;218.7542;-0.001694537
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_885.jpg;4.545492;1;0;5.013804;107.3864;92.23667;1.423859;219.0368;0.00298043
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_20_951.jpg;7.575543;1;0;5.017755;107.1548;92.04552;1.403277;219.6616;0.06112853
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_019.jpg;10.60855;1;0;4.99836;106.8514;91.78635;1.283047;221.1557;0.171069
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_085.jpg;7.54992;0.8973978;0;4.996572;106.6296;91.58768;1.122319;222.3803;0.3154449
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_153.jpg;4.549188;0.697349;0;5.020531;106.339;91.31947;0.8269731;223.7195;0.5042016
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_221.jpg;1.462974;0.4916014;0;5.00553;106.1244;91.11573;0.5833524;224.2861;0.6728333
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_287.jpg;1.564955;0.2904984;0;5.001176;105.9115;90.91079;0.3293824;224.5346;0.8383296
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_356.jpg;4.553382;0.09126987;0;4.995832;105.6315;90.63483;359.9734;224.9858;1.087448
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_424.jpg;7.626405;0;0;4.983114;105.4221;90.42551;359.8378;225.5415;1.17268
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_490.jpg;10.61729;0;0;4.960111;105.2131;90.21359;359.8535;226.2993;1.110309
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_558.jpg;10.58043;0;0;4.932374;104.9435;89.92308;0.002832287;227.7664;1.091916
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_04_21_624.jpg;7.594814;0;0;4.909938;104.7488;89.70317;359.9904;228.9558;1.124074
